大庆,2,东岭房地产开发有限公司,157,1
大庆,2,东新村（计量）,164,1
大庆,2,东新村（计量）,164,10
大庆,2,东新村（计量）,164,2
大庆,2,东新村（计量）,164,3
大庆,2,东新村（计量）,164,4
大庆,2,东新村（计量）,164,5
大庆,2,东新村（计量）,164,6
大庆,2,东新村（计量）,164,7
大庆,2,东新村（计量）,164,8
大庆,2,东新村（计量）,164,9
大庆,2,中粮国际（计量）,133,1
大庆,2,中粮国际（计量）,133,2
大庆,2,代家湾小学,144,1
大庆,2,催化剂厂家属楼（计量）,151,1
大庆,2,公路建设局,154,1
大庆,2,兴业集团交通佳苑（计量）,142,1
大庆,2,十里铺社区卫生服务中心（计量）,165,1
大庆,2,南新村开发办住宅楼(计量）,145,1
大庆,2,叉车五厂10#院（计量）,147,1
大庆,2,叉车五厂10#院（计量）,147,2
大庆,2,叉车五厂49#院（计量）,135,49
大庆,2,叉车五厂49#院（计量）,135,50
大庆,2,叉车五厂49#院（计量）,135,51
大庆,2,叉车五厂49#院（计量）,135,52
大庆,2,叉车五厂49#院（计量）,135,53
大庆,2,叉车五厂49#院（计量）,135,54
大庆,2,叉车五厂68#院（计量）,167,10
大庆,2,叉车五厂68#院（计量）,167,11
大庆,2,叉车五厂68#院（计量）,167,12
大庆,2,叉车五厂68#院（计量）,167,3
大庆,2,叉车五厂68#院（计量）,167,55
大庆,2,复新村（计量）,162,1
大庆,2,复新村（计量）,162,2
大庆,2,复新村（计量）,162,3
大庆,2,复新村（计量）,162,4
大庆,2,大庆路37号院（计量）,141,2
大庆,2,大庆路37号院（计量）,141,3
大庆,2,大庆路37号院（计量）,141,4
大庆,2,大庆路37号院（计量）,141,5
大庆,2,宏文路123#院（计量）,159,1
大庆,2,宏文路123#院（计量）,159,2
大庆,2,宏文路43号院（计量）,163,1
大庆,2,宏文路43号院（计量）,163,2
大庆,2,宏文路43号院（计量）,163,3
大庆,2,宏文路43号院（计量）,163,4
大庆,2,宏文路43号院（计量）,163,45
大庆,2,宏文路43号院（计量）,163,461
大庆,2,宏文路43号院（计量）,163,462
大庆,2,宏文路43号院（计量）,163,463
